04e4102a-8d01-4e9a-999a-f0c659595d67	do you want to sit on my chair or on the couch 	1	do you want to sit	on my chair or on the couch	2020-02-03 01:55:02
0511243a-b29c-47eb-a981-481d31c69409	would you like to read a mystery or adventure novel	1	would you like to read	a mystery or adventure novel	2020-02-11 03:12:54
0536617c-7aa0-4de6-9b95-70aa062c455e	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2020-02-04 20:33:49
0608421a-6da9-44f6-8add-9de1db016e4d	what is 2  2 	0	""	what is 2 2	2020-02-08 22:55:00
0629f349-a6a8-403e-9c41-0a476f16e5ed	what would you like for lunch pizza or pasta	1	what would you like for lunch	pizza or pasta	2019-11-18 20:58:05
06309104-8f75-4b7c-8feb-538ebb9ecfda	is 3   3 6 or 7	1	""	is 3 3 6 or 7	2020-02-13 17:48:02
06a1398a-e58a-4e15-93ce-e310a2dfdf0b	how are you feeling today be sad or angry	1	how are you feeling today	be sad or angry	2020-02-13 14:59:45
072188cb-edbd-4372-b5b1-3ca6a523889c	are you happy or sad 	1	are you	happy or sad	2020-02-12 22:15:29
074f52f8-07d3-4514-8f23-61a0007c3f47	do you want to go now or later	1	do you want to go	now or later	2020-02-17 01:38:58
07af1043-6dc9-4f90-ab17-4294dee3e4d7	what do you want to drink coffee or tea	1	what do you want	to drink coffee or tea	2019-11-19 15:24:04
08187322-a168-4fc6-ab44-05fc042027ab	do you prefer to read novels or textbooks	1	do you prefer to read	novels or textbooks	2020-02-17 19:04:50
086f7ca0-81e0-4ef9-a289-38e478ed9e44	when is not cool 	0	""	when is not cool	2019-12-11 14:24:11
088a02ed-0daf-40c0-a3c2-14f6861bd6c2	whos your favorite celebrity michelle obama or taylor swift 	1	""	whos your favorite celebrity michelle obama or taylor swift	2019-11-25 16:48:50
09141d7f-c711-48ee-94a3-5d0ecc1bb960	is rich a b**** yes or no	1	""	is rich a b**** yes or no	2020-02-17 02:50:27
0955371e-0940-4c2c-a138-6882166c5ade	do you want to have pasta or rice 	1	do you want to have	pasta or rice	2020-01-31 13:58:23
0a06cbee-18b1-4e69-8185-f8476ce97dc5	what time would you like to take a shower eat 830 or 9 	1	what time would you like to take	a shower eat 830 or 9	2020-02-08 22:58:34
0a0ac57d-1e1b-4e2e-982e-c9c94cbacd46	whats your favorite dog chihuahua or husky 	1	whats your favorite dog	chihuahua or husky	2019-11-23 20:20:48
0a250319-a175-494e-b57f-e7c120bb1338	do you want really to cheese or coffee 	1	do you want really to cheese	or coffee	2020-02-05 14:39:28
0a597d00-7e1a-4023-adb9-b201fe777ef4	what would you like for dinner pizza or pasta	1	what would you like for dinner	pizza or pasta	2020-02-11 20:22:27
0a65d0d8-b536-40b2-bf5a-c5c103cd53f3	who is your favorite sibling your brother or sister	1	""	who is your favorite sibling your brother or sister	2020-02-17 19:21:49
0a86148d-31d5-4887-8df5-1d1c8ec17dad	what do you want to drink scotch or bourbon	1	what do you want to drink	scotch or bourbon	2019-11-20 14:39:51
0a9f7855-f929-447d-8afe-e6693648d2cf	do you want to use it sneakers or flipflops 	1	do you want to use	it sneakers or flipflops	2020-02-12 14:23:35
0aa90772-d487-4efd-8a48-dbbb7c9b2332	whats your favorite time of the day now or later 	1	whats your favorite time	of the day now or later	2020-02-06 20:09:51
0ab58ce9-1642-4141-8681-892ca071ef70	what is 7   8 14 15 or 16	1	""	what is 7 8 14 15 or 16	2020-02-18 20:10:51
0afc94a8-f1f0-4f98-87ef-92231de2811e	do you want a lollipop or croissant 	1	do you want	a lollipop or croissant	2020-01-30 20:29:06
0b4f1896-da46-44fc-8e6c-8e2f2bfc9441	what is your favorite color blue or red	1	what is your favorite color	blue or red	2020-02-11 04:05:25
0b70936d-42a5-4bb3-bc23-7433beafc425	what do you want for lunch pizza or pasta 	1	what do you want for lunch	pizza or pasta	2020-01-17 19:19:25
0c4fa631-dbfd-4d97-8f2e-e8177cc1fa9c	do you want a sprite or coke 	1	do you want	a sprite or coke	2020-02-12 19:37:05
0cbe6051-9335-4cca-bb57-0825cc66d0db	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-08 18:09:05
0cc78f65-d334-41d0-9779-3a2adfc45a33	what would you like for lunch hamburger or pizza 	1	what would you like for lunch	hamburger or pizza	2019-11-23 20:29:02
0cd5f585-3c81-4ca9-897f-6c78a190c58a	what do you like better cats or dogs	1	""	what do you like better cats or dogs	2020-02-17 02:14:12
0cf06e72-1137-4da5-a78e-97c35d85f43b	what time would you like to take a shower seven or eight	1	what time would you like to take	a shower seven or eight	2020-02-13 17:41:58
0d27e1ad-2baa-41b0-8792-63b70a236fc3	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-08 17:19:06
0d894b70-e48a-49d9-be32-43561d47919a	do you want to eat dinner 	0	do you want to eat	dinner	2019-11-26 19:48:39
0da514e1-0213-41b9-ab9c-5d81a8b243ec	do you want soup or salad 	1	do you want	soup or salad	2020-02-12 19:39:58
0da8433f-af32-47cb-8b14-073807f732bc	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-04 20:27:59
0e002cb3-46fb-4718-bbea-838a0c8e2195	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2019-11-23 18:27:20
0e1caf7e-57f8-43df-a68b-13dced96a38f	what do you want to do after school play video games or paint	1	what do you want to do	after school play video games or paint	2020-02-11 19:50:59
0e41d53e-5ef7-4e98-b551-eeef7dcffa0d	what would you like for breakfast eggs or waffles 	1	what would you like for breakfast	eggs or waffles	2019-11-25 14:42:12
0e4773e8-fc8b-4c69-aa63-c91da8de8fcf	whats your favorite number one 	0	whats your favorite number	one	2020-02-06 20:22:15
0e5938ca-ee14-4c02-969e-c68aa138d834	whats 2  2 	0	""	whats 2 2	2020-02-07 19:35:21
0eae05e0-7776-4387-9207-3bf788337dce	do you want a hamburger or hotdog or french fries 	1	do you want	a hamburger or hotdog or french fries	2020-01-30 20:35:26
0f583c37-a34c-450f-a758-0055a48496e1	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2020-01-31 18:51:36
103cfd0c-ab8d-4a18-a48f-a99e29bd3b6c	what do you want for dinner tacos burritos or pizza 	1	what do you want for dinner	tacos burritos or pizza	2019-11-25 16:05:46
10487934-c9c4-44d3-a6b9-c1c2df61b350	do you want dinner 	0	do you want	dinner	2019-11-26 19:47:45
109bfea5-b427-427d-9bca-8eb01c14b83e	do you want hot dogs hamburgers or pizza	1	do you want	hot dogs hamburgers or pizza	2020-02-11 19:42:13
10a7dedb-e733-4204-8771-5b122a992d87	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2019-12-11 14:22:55
111bbe6b-6fa0-4d36-a7a3-b0d47a78e719	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2019-12-11 14:28:12
11286983-3d9e-4c9a-91e8-2671540dce56	what would you like to drink coffee or tea	1	""	what would you like to drink coffee or tea	2019-11-19 17:04:35
11674dc3-284a-4d91-b629-ef9eca41e4e4	do you want to watch tv or to take a walk 	1	do you want to watch tv or to take	a walk	2020-01-30 20:29:28
123d56f9-a5a7-40f2-a61d-33b6f0004b68	are you happy tired or sad 	1	are you	happy tired or sad	2020-01-30 20:27:09
14026987-963e-407c-a161-04b07712d478	what do you want to have for dinner pizza or pasta 	1	what do you want to have for dinner	pizza or pasta	2019-11-26 19:45:26
14ebf64f-a9e1-4b78-abc9-607a6f119c65	what do you want for lunch pizza or pasta 	1	what do you want for lunch	pizza or pasta	2020-02-07 17:07:11
155f110b-2c7f-4166-b812-304cbb33a825	do you want to see a movie or watch tv 	1	do you want to see	a movie or watch tv	2020-02-03 01:52:19
15b6586b-81fe-43e7-a264-9e68bc9c78b5	what would you like for lunch pizza or pasta	1	what would you like for lunch	pizza or pasta	2019-11-18 21:04:09
15ba519f-83d4-4594-879d-6ddd772e74a2	do you like geometry or algebra better	1	""	do you like geometry or algebra better	2020-02-11 19:14:50
15f207dc-d260-4140-a5c0-e8fcd53d9910	what is your favorite color red green or maybe blue 	1	what is your favorite color	red green or maybe blue	2020-02-04 02:38:12
16244c6f-464e-427c-a2d1-74d9f2c65eab	do you want to schedule the meeting at eight 830 or 9 	1	do you want to schedule	the meeting at eight 830 or 9	2020-01-20 21:11:19
16490939-bae0-406c-94aa-7e61c6aefaf0	do you want oreos or fig newtons 	1	do you want	oreos or fig newtons	2020-01-30 20:37:04
16527369-0d0b-4aff-a5b2-841757a08346	what would you like for lunch pizza or pasta	1	what would you like for lunch	pizza or pasta	2020-02-09 18:47:31
17c820ac-83a4-43f4-9acf-0441dac398a4	what would you like for dinner pizza or pasta	1	what would you like for dinner	pizza or pasta	2020-02-09 17:07:17
17cb55df-3bc0-4405-abc3-e1a2310d7281	do you want a hamburger or hotdog 	1	do you want	a hamburger or hotdog	2020-01-30 20:26:15
1821b116-b8cb-4ebd-a92d-533bb6ad8405	what type of phone do you want a big one or a small one 	1	what type of phone do you want	a big one or a small one	2020-02-06 20:11:40
1828c9f4-b7a5-4096-bdda-c4bec6ad1f0f	do you want a milkshake juice or soda 	1	do you want	a milkshake juice or soda	2020-02-12 19:36:50
183b9d1c-4eaf-451a-969d-1dbf4573435c	what do you want for dinner today pizza or pasta	1	what do you want for dinner	today pizza or pasta	2020-02-07 14:59:23
190c8d3f-7296-427d-a8c9-b3d01f90dcd8	what do you want for dinner pizza or pasta	1	what do you want for dinner	pizza or pasta	2019-11-19 16:34:12
194cd30b-3c3f-4f49-a3d0-76038431fc1c	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-01-17 21:49:48
19d657f6-f255-4980-9184-30668ed6e6e6	what is your favorite color red green or blue 	1	what is your favorite color	red green or blue	2020-02-07 17:08:53
19e184de-5a6f-4d8f-ba49-b854fad40564	are you angry angry or sad 	1	are you	angry angry or sad	2020-02-12 19:40:22
1a49f15d-b102-44cc-9cfa-8c992e9f04a1	do you want to go now or later	1	do you want to go	now or later	2020-02-17 02:16:14
1a4f3b76-d72c-4b94-bd24-e65b81788188	whos your favorite sibling your brother or sister 	1	""	whos your favorite sibling your brother or sister	2020-02-08 23:11:25
1a4fdfa1-189e-4462-9b65-ca888740a31b	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-10 19:27:31
1a9fe158-1209-4cb6-b258-34d0cec8db5a	what do you want to drink al or lager	1	what do you want	to drink al or lager	2019-11-19 19:18:25
1bd0b2bf-b8ff-4b32-8d81-a7b4bdffb0d4	do you want a corn or potatoes 	1	do you want	a corn or potatoes	2020-02-03 01:53:37
1c3712b4-9770-4d53-8e72-1c34a9727202	what do you want for dinner roast beef at pizza or hamburgers	1	what do you want for dinner	roast beef at pizza or hamburgers	2019-12-10 22:15:55
1ccd98e7-a8e7-4295-ba5a-d9d720b09980	do you want pizza or pasta 	1	do you want	pizza or pasta	2020-02-06 15:12:17
1cdd2cee-5011-437a-90cd-d072964b05c5	do you want pizza or hotdogs	1	do you want	pizza or hotdogs	2019-12-10 22:18:34
1d1f8ec1-8247-42b8-a6b7-b469ae30691d	who is your favorite sibling your brother or sister	1	""	who is your favorite sibling your brother or sister	2020-02-14 16:30:30
1e7f5358-25e9-45d7-a0bd-0d5df335f96f	what is your favorite color red green or blue	1	what is your favorite color	red green or blue	2020-02-14 16:10:35
1eae9456-0f44-48e8-8322-5c826b1b7f63	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-01-24 20:14:04
1f3f63f6-9208-4a15-9ef9-e1c106ebc6ce	how are you feeling today happy sad or angry 	1	how are you feeling today	happy sad or angry	2020-02-08 22:56:34
1f58dc87-a94b-4fb9-a2be-4ea2b22c2e63	what do you want lunch or desert	1	what do you want	lunch or desert	2019-12-01 22:07:18
1f850750-951d-4b44-af7a-b1f18f0b0682	do you have hands or paws	1	""	do you have hands or paws	2019-11-28 02:28:15
1f8550f3-2159-4031-83b6-aabc598f9db7	do you want cheese or chocolate 	1	do you want	cheese or chocolate	2020-02-05 13:52:29
1fa4b624-841d-45cb-95f0-a282891d8778	do you want the papaya banana or watermelon 	1	do you want	the papaya banana or watermelon	2020-01-30 20:37:44
1faa4f6e-0a54-47d4-ba36-6030f05dd336	when do you want to get at your haircut today or tomorrow	1	""	when do you want to get at your haircut today or tomorrow	2020-02-11 19:27:45
1fb0cc51-9586-48b8-b6f8-08bede67e3f5	do you want cheese or coffee 	1	do you want	cheese or coffee	2020-02-05 14:39:03
20776432-5992-4e48-b002-d7f88bbdeb54	what type of book do you want to read mystery or adventure 	1	what type of book do you want to read	mystery or adventure	2020-02-07 19:47:01
208e9cef-e33e-43ae-95d3-1e1a869acbff	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-10 20:08:35
20bc6b25-baca-4989-ab45-9fda9b600ffa	do you want dinner 	0	do you want	dinner	2019-11-26 19:47:22
20fc135c-79e3-4c58-8e36-dcd9190b0e33	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2020-02-04 02:35:10
229b6d1c-0235-417e-9b84-46d85e5deef6	when do you want to get a haircut today or tomorrow 	1	""	when do you want to get a haircut today or tomorrow	2020-02-08 23:11:47
22a9d78b-0dde-4a8b-9435-b9b0ad7d6fec	do you like bruce willis or tom hanks 	1	""	do you like bruce willis or tom hanks	2020-02-03 01:55:43
22cf196f-9b75-43ca-8d92-923a09243c0c	what do you want for dinner pizza or pasta	1	what do you want for dinner	pizza or pasta	2020-02-17 01:43:44
22f0eb95-51f2-4c19-9cd3-61f15ffdbbf7	what do you want for breakfast pizza or pasta 	1	what do you want for breakfast	pizza or pasta	2020-02-04 01:57:59
232d3425-c89f-43ee-9f3e-a6677b81f3ee	how do you like your eggs scrambled or fried	1	how do you like your eggs	scrambled or fried	2019-11-20 14:41:28
2367a8b4-3d50-4600-8240-540e3eeb9623	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2020-01-29 22:36:36
2380facc-3b5f-4d6e-bc6d-81f02825f6c5	what would you like to drink soda or juice	1	what would you like to drink	soda or juice	2019-11-20 14:40:12
23ab2176-9aba-4eec-81fe-fe17bca09811	whos your favorite sibling your brother or sister 	1	""	whos your favorite sibling your brother or sister	2020-02-07 19:58:26
23de06fb-fe48-41ff-a100-387cba2b6b8c	would you like ice cream chocolate or yogurt	1	""	would you like ice cream chocolate or yogurt	2019-11-20 14:59:07
2434841f-ea78-4c49-a7bd-c9ffee897562	do you want sunday or a cone 	1	do you want	sunday or a cone	2020-02-12 22:18:55
246faff0-b031-4a94-b5b7-ede1c7ff4976	what do you need to do this morning brush your teeth are go to the bathroom 	0	what do you need to do this morning brush your teeth are go to the	bathroom	2020-02-04 00:10:31
24e35132-c49a-44c4-a8c3-21bb072a5705	what do you want for dinner pizza or pasta	1	what do you want for dinner	pizza or pasta	2019-11-19 15:34:46
2507d9c3-8e45-4584-965f-9247b2dbf135	how are you feeling today happy sad or angry	1	how are you feeling today	happy sad or angry	2020-02-17 01:32:47
25123967-0066-4fc2-8253-d5d236a999b7	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2020-02-04 02:34:57
25126fa3-b085-445f-a4e9-42876f4da26f	what would you like to have for lunch hamburgers or hotdogs 	1	what would you like to have for lunch	hamburgers or hotdogs	2020-02-08 23:10:57
25aab8ff-73db-4723-a9a9-eb75eb882535	when do you want to get a haircut today or tomorrow	1	""	when do you want to get a haircut today or tomorrow	2020-02-14 16:30:50
2635b3d4-e634-44a0-b320-e9d674852b2b	how are you feeling today happy sad or angry 	1	how are you feeling today	happy sad or angry	2020-01-18 19:48:59
26468e8e-491e-48a8-9f9f-4f146b78cc34	what do you want for dinner pizza pasta or nothing 	1	what do you want for dinner	pizza pasta or nothing	2020-02-08 16:44:12
269e38d0-a653-4345-af65-801c3664fc8d	what would you like for dinner pizza or pasta	1	what would you like for dinner	pizza or pasta	2019-11-18 00:18:17
277a01c1-ca53-4d56-9b2b-642fd5e1ff07	what do you want for pizza or pasta or dinner 	1	what do you want for pizza	or pasta or dinner	2020-02-08 16:30:41
27841edd-6890-41bb-bdf4-95388d1d9c51	who is your favorite sibling your brother or sister	1	""	who is your favorite sibling your brother or sister	2019-12-10 22:20:57
279ce353-4c3b-4960-b586-9f68727a6a07	who is your favorite sibling your brother or sister 	1	""	who is your favorite sibling your brother or sister	2020-02-04 02:53:16
285b03c3-b039-4108-9afa-dca7707ff744	how are you feeling today happy sad or angry	1	how are you feeling today	happy sad or angry	2020-02-11 03:08:16
2870188c-695c-487d-97d6-44745ded7193	who benches more coal or rich	1	who benches more	coal or rich	2019-11-19 19:15:38
287a03cc-f0b4-4ae8-8fb9-55568751ec62	do you want to eat or drink 	1	do you want to eat	or drink	2020-02-12 19:32:52
28af1528-78a9-4978-b969-b4fe0779abcf	when do you want to get a haircut today or tomorrow 	1	""	when do you want to get a haircut today or tomorrow	2020-02-04 00:23:17
28cdb6c1-5ceb-4dc2-9208-fcf109de0107	do you want to read about lord of the rings or star wars	1	do you want to read	about lord of the rings or star wars	2020-02-13 17:45:44
28ebb60c-d92e-463e-a2c5-74cd850c84c3	what would you like for dinner pizza or pasta	1	what would you like for dinner	pizza or pasta	2019-11-17 17:19:20
290d41cc-5d9a-4578-9982-d60fcafbed6f	what do you want to make for lunch hot dogs hamburgers or pizza	1	what do you want to make for lunch	hot dogs hamburgers or pizza	2020-02-18 20:09:50
29180612-0b51-4a68-b78f-61182f74eaf0	do you want to study or sleep 	1	do you want to study	or sleep	2020-02-12 19:32:23
291d09d4-321a-422d-8edd-149731b17011	do you want a doll or a bowl 	1	do you want	a doll or a bowl	2020-02-12 22:16:32
2a569536-78cb-4f91-a69a-c9c325a64c43	what genre of book do you prefer 	0	""	what genre of book do you prefer	2020-02-08 22:54:34
2a9121be-ba4f-4378-9da5-7ece0980c61a	what would you like for lunch pizza or pasta	1	what would you like for lunch	pizza or pasta	2019-11-18 00:25:31
2ac33c57-733c-4ac9-bdd6-75ddc8a88a56	what is your favorite color red green or blue	1	what is your favorite color	red green or blue	2020-02-13 15:01:55
2b4dc472-060a-4c9b-90dd-8b0829841ddb	where do you want to go school or the library 	1	where do you want to go	school or the library	2020-01-18 20:11:01
2b4fc6ed-5c40-4c4c-81c9-6da293ba5e0c	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-11 00:54:12
2b9f0efd-0054-4a8d-b83c-a6359c3cc5fb	what time would you like to take a shower eight 8:30 or 9	1	what time would you like to take	a shower eight 8:30 or 9	2020-02-11 19:17:29
2be952a8-8edd-4998-a12a-0d401924f5ef	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-07 17:28:11
2bf0b900-5bba-4cc9-8069-63b8e4ed2089	do you want a milkshake juice or soda 	1	do you want	a milkshake juice or soda	2020-02-12 19:36:20
2ca4d06f-5b9f-4f23-8a35-57a945cd76ce	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-08 17:35:24
2cf8349c-f64b-455c-bd46-77e0eedc2217	what do you need to do this morning brush your teeth or go to the bathroom	1	what do you need to do this morning brush your teeth or go to the	bathroom	2020-02-11 03:08:36
2dc3b905-8443-4bb3-9005-9aa45db2e84b	do you want ice cream or popsicle 	1	do you want	ice cream or popsicle	2020-02-12 22:19:06
2e104ff8-12ab-42e6-8ce4-bf1aeca5a78b	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2020-02-07 19:24:16
2e12aba8-a7a8-4b80-940f-127103ccab9e	what do you want for lunch pizza or pasta 	1	what do you want for lunch	pizza or pasta	2020-02-04 02:23:11
2e54d270-ff13-4f76-8429-17d175028e7d	where do you want to go school or the church	1	where do you want to go	school or the church	2020-02-11 03:22:26
2ec324d9-d5c0-44ac-a8b6-2f8c4975e2ec	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-01-17 22:21:42
2ecd7af9-8e08-48c3-aee7-84c4b7e1e2cb	what do you want for breakfast pancakes or waffles	1	what do you want for breakfast	pancakes or waffles	2019-11-20 14:37:01
2f0177a3-c658-4054-99c1-9abcebc6b14f	do you want a milkshake or water 	1	do you want	a milkshake or water	2020-02-12 19:35:01
2f0c13ec-b398-4bc3-94f3-7722b87f5295	when do you want your haircut the afternoon or night	1	""	when do you want your haircut the afternoon or night	2020-02-13 15:23:56
2f2f1033-2137-4ab1-8ece-7ca0f7dc655b	do you want cake or empanadas 	1	do you want	cake or empanadas	2020-02-12 22:19:39
2f5db685-3c0c-4bd0-95b7-f63656925434	what is your favorite color red green or maybe blue 	1	what is your favorite color	red green or maybe blue	2020-02-04 00:10:52
2f7444f4-a8f4-44f1-983b-9f5cb60b0c5c	what do you like better cats or dogs 	1	""	what do you like better cats or dogs	2020-02-04 20:05:35
2f9e78f9-cfe2-46ee-ab95-8c9d44adf598	whats your favorite dog golden retriever or husky 	1	whats your favorite dog	golden retriever or husky	2019-11-23 20:13:24
2fc4affd-8770-44ff-b5a3-f66b117bff89	what do you want for dinner burritos or tacos	1	what do you want for dinner	burritos or tacos	2019-11-19 15:11:37
3018cae3-da50-4edf-b470-87aa62a6beef	what do you want for dinner pizza pasta or hamburgers 	1	what do you want for dinner	pizza pasta or hamburgers	2020-02-10 19:43:01
3136c443-a629-4c75-bbe1-e80ce4778fe6	what do you want for dinner pizza or pasta	1	what do you want for dinner	pizza or pasta	2020-02-11 03:48:06
319c498b-0ce8-43a3-8d2a-553f8619a4d4	do you want a corn or mashed potatoes 	1	do you want	a corn or mashed potatoes	2020-02-03 01:53:48
31d47b84-b84f-44f4-a6c2-1c7eaf69e4e0	do you want milk or coffee 	1	do you want	milk or coffee	2020-02-05 14:38:32
31de081f-7b6f-4f68-9733-f38bf30edad7	how are you feeling today happy sad or angry 	1	how are you feeling today	happy sad or angry	2020-02-07 19:40:16
32f0349b-dbe6-4754-9246-a12a7f003ce0	do you want to watch tv or take a walk 	1	do you want to watch	tv or take a walk	2020-01-30 20:29:51
33089829-c78e-469c-a459-8165471ea8fe	what do you want to do after school play video games or paint 	1	what do you want to do	after school play video games or paint	2020-02-04 00:23:32
33503fee-32da-4f67-a671-180ff1735e70	what would you like for dessert cookies or brownies	1	what would you like for dessert	cookies or brownies	2019-11-20 14:38:28
335c6d89-e3df-4b34-87b9-1835af77eba8	do you want a steak or grilled chicken 	1	do you want	a steak or grilled chicken	2020-01-31 14:02:42
336123cd-34bc-4f96-8f54-23d5eefc7304	who is your favorite sibling your brother or sister	1	""	who is your favorite sibling your brother or sister	2020-02-11 19:50:14
336d7d6f-0239-4417-9b6b-3db9ab663243	what do you need to do this morning eat breakfast or shower	1	what do you need to do	this morning eat breakfast or shower	2020-02-13 15:03:59
3375ecd9-f535-45b9-9a28-9bb0d6c66857	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2020-02-09 17:41:51
33c1ac3f-f175-4364-ae60-551f5c7b9ee2	do you want the chocolate yogurt or candy 	1	do you want	the chocolate yogurt or candy	2020-01-30 20:28:48
3414d599-3e33-41be-8764-116fba6f82dc	what would you like for lunch pizza or pasta 	1	what would you like for lunch	pizza or pasta	2020-02-04 20:40:02
343dc58f-c754-4757-84c1-5a816eb6fe03	what do you need to do this morning brush your teeth or go to the bathroom	1	what do you need to do this morning brush your teeth or go to the	bathroom	2020-02-11 19:38:53
346aad2e-1471-4228-a479-fcb4d25d4877	when do you want to get a haircut today or tomorrow 	1	""	when do you want to get a haircut today or tomorrow	2020-02-07 19:58:50
347972b0-b952-47ab-8763-bfcaf06c8fe7	do you want pancakes waffles or oatmeal 	1	do you want	pancakes waffles or oatmeal	2020-02-12 19:39:43
3543b510-96a6-4c56-aa6d-135aae96980f	what would you like for lunch husky or a golden retriever 	1	what would you like for lunch	husky or a golden retriever	2019-11-23 19:37:08
36a520f0-de36-4617-b49b-1f2c725fb5eb	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-08 18:13:49
36d5ade3-6a12-47c1-b679-4fb207a5906c	do you want red or blue 	1	do you want	red or blue	2020-02-05 14:42:29
36f7981c-4729-460a-842e-f558de639443	what do you want to drink a juice as soda or water 	1	what do you want to drink	a juice as soda or water	2020-01-30 20:24:47
36fe60d1-6b39-4b92-8b4f-99fd4c6c0fa6	what do you want for dinner pizza or pasta 	1	what do you want for dinner	pizza or pasta	2020-02-11 00:38:06
376ace14-2326-4716-8c07-87058ceb7157	what would you like ice cream chocolate or yogurt	1	""	what would you like ice cream chocolate or yogurt	2019-11-20 14:56:07
37a1bfa8-b657-4b62-b128-c51d7dcf2fb5	do you want oatmeal crackers or fried egg 	1	do you want	oatmeal crackers or fried egg	2020-01-30 20:35:46
37d2c5f9-48c1-4c31-b2eb-767505e5305c	what do you want for dinner roast beef or mashed potatoes	1	what do you want for dinner	roast beef or mashed potatoes	2019-11-19 16:28:04
3809b045-86a9-4866-9004-294e66e97dde	what do you like better cats or dogs	1	""	what do you like better cats or dogs	2020-02-11 03:07:54
3848f484-ad27-4e9b-9cf2-92e16ac063ca	do you want to play hide and seek or with a doll 	1	do you want to play	hide and seek or with a doll	2020-01-30 20:32:36
38a00cf9-33ff-4360-bca8-94ff49287180	what do you want to drink coffee or tea	1	what do you want	to drink coffee or tea	2019-11-19 17:03:19
